userid|query|service_class|dimension|segment|step|step_label|query_cpu_time|query_blocks_read|query_execution_time|query_cpu_usage_percent|query_temp_blocks_to_disk|segment_execution_time|cpu_skew|io_skew|scan_row_count|join_row_count|nested_loop_join_row_count|return_row_count|spectrum_scan_row_count|spectrum_scan_size_mb|query_queue_time|service_class_name
100|619359|6|segment|2|||||71|||1|1.61|1.56||||||||Default queue                                                   
100|619359|6|step|1|2|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|2|2|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|0|2|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|1|6|hash|||71|||||||||||||Default queue                                                   
100|619359|6|step|3|1|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|0|1|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|1|0|scan|||71||||||17650556416|||||||Default queue                                                   
100|619359|6|step|3|5|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|3|4|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|1|1|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|0|0|scan|||71||||||55662720|||||||Default queue                                                   
100|619359|6|step|1|5|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|1|4|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|3|6|hjoin|||71|||||||22480057||||||Default queue                                                   
100|619359|6|step|3|2|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|2|0|scan|||71||||||45300352|||||||Default queue                                                   
100|619359|6|step|4|1|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|0|3|hash|||71|||||||||||||Default queue                                                   
100|619359|6|step|1|3|hjoin|||71|||||||554234867||||||Default queue                                                   
100|619359|6|step|2|3|hash|||71|||||||||||||Default queue                                                   
100|619359|6|step|2|1|project|||71|||||||||||||Default queue                                                   
100|619359|6|step|3|7|unique|||71|||||||||||||Default queue                                                   
100|619359|6|step|4|0|scan|||71||||||6686264|||||||Default queue                                                   
100|619359|6|step|3|0|scan|||71||||||17699344640|||||||Default queue                                                   
100|619359|6|step|3|3|hjoin|||71|||||||877745768||||||Default queue                                                   
100|619387|6|query||||1898|126301|82|49.97||||||||||||Default queue                                                   
100|619387|6|segment|0|||||82|||2|1.13|1.22||||||||Default queue                                                   
100|619387|6|segment|2|||||82|||80|1.02|||||||||Default queue                                                   
100|619387|6|segment|1|||||82|||78|1.01|1.01||||||||Default queue                                                   
100|619387|6|segment|3|||||82|||80|1.23|||||||||Default queue                                                   
100|619387|6|step|2|4|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|1|0|scan|||82||||||4470355367|||||||Default queue                                                   
100|619387|6|step|0|3|hash|||82|||||||||||||Default queue                                                   
100|619387|6|step|1|2|dist|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|7|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|9|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|6|aggr|||82|||||||||||||Default queue                                                   
100|619387|6|step|0|0|scan|||82||||||284808960|||||||Default queue                                                   
100|619387|6|step|2|8|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|0|scan|||82||||||4451557318|||||||Default queue                                                   
100|619387|6|step|0|1|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|0|2|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|1|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|1|1|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|5|project|||82|||||||||||||Default queue                                                   
100|619387|6|step|2|3|hjoin|||82|||||||4534974673||||||Default queue                                                   
100|619446|6|query||||1020|245698|72|63.49||||||||||||Default queue                                                   
100|619446|6|segment|1|||||72|||35|1.04|1.02||||||||Default queue                                                   
100|619446|6|segment|2|||||72|||1|1.21|1.14||||||||Default queue                                                   
100|619446|6|segment|0|||||72|||1|1.45|1.52||||||||Default queue                                                   
100|619446|6|segment|3|||||72|||34|1.04|1.02||||||||Default queue                                                   
100|619446|6|segment|4|||||72|||34|1.19|||||||||Default queue                                                   
100|619446|6|step|0|0|scan|||72||||||67250368|||||||Default queue                                                   
100|619446|6|step|3|0|scan|||72||||||17659470528|||||||Default queue                                                   
100|619446|6|step|1|4|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|0|1|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|1|0|scan|||72||||||17660569600|||||||Default queue                                                   
100|619446|6|step|0|3|hash|||72|||||||||||||Default queue                                                   
100|619446|6|step|2|0|scan|||72||||||171819264|||||||Default queue                                                   
100|619446|6|step|1|3|hjoin|||72|||||||554180529||||||Default queue                                                   
100|619446|6|step|4|1|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|1|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|2|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|2|1|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|5|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|3|hjoin|||72|||||||877664890||||||Default queue                                                   
100|619446|6|step|0|2|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|7|unique|||72|||||||||||||Default queue                                                   
100|619446|6|step|1|2|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|1|1|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|1|6|hash|||72|||||||||||||Default queue                                                   
100|619446|6|step|1|5|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|2|2|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|3|6|hjoin|||72|||||||22481391||||||Default queue                                                   
100|619446|6|step|3|4|project|||72|||||||||||||Default queue                                                   
100|619446|6|step|4|0|scan|||72||||||9661440|||||||Default queue                                                   
100|619446|6|step|2|3|hash|||72|||||||||||||Default queue                                                   
100|619503|6|query||||1097|84394|81|46.02|229|||||||||||Default queue                                                   
100|619503|6|segment|0|||||81|||1|4.00|4.06||||||||Default queue                                                   
100|619503|6|segment|1|||||81|||80|1.14|1.00||||||||Default queue                                                   
100|619503|6|segment|2|||||81|||80|1.66|||||||||Default queue                                                   
100|619503|6|step|0|3|hash|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|7|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|2|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|0|2|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|8|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|0|1|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|3|aggr|||81|||||||||||||Default queue                                                   
100|619503|6|step|0|0|scan|||81||||||29688768|||||||Default queue                                                   
100|619503|6|step|1|12|aggr|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|6|hjoin|||81|||||||153834008||||||Default queue                                                   
100|619503|6|step|1|4|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|13|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|0|scan|||81||||||18000048306|||||||Default queue                                                   
100|619503|6|step|1|1|project|||81|||||||||||||Default queue                                                   
100|619503|6|step|1|5|project|||81|||||||||||||Default queue                                                   
100|619518|6|query||||2238|343419|121|46.22|38646|||||||||||Default queue                                                   
100|619518|6|segment|4|||||121|||8|1.03|1.01||||||||Default queue                                                   
100|619518|6|segment|2|||||121|||1|1.33|1.05||||||||Default queue                                                   
100|619518|6|segment|7|||||121|||6|4.47|||||||||Default queue                                                   
100|619518|6|segment|6|||||121|||5|1.03|1.03||||||||Default queue                                                   
100|619518|6|segment|10|||||121|||94|1.41|||||||||Default queue                                                   
100|619518|6|segment|9|||||121|||94|1.05|||||||||Default queue                                                   
100|619518|6|segment|8|||||121|||94|1.03|1.00||||||||Default queue                                                   
100|619518|6|segment|5|||||121|||12|1.01|1.01||||||||Default queue                                                   
100|619518|6|segment|3|||||121|||2|7.69|||||||||Default queue                                                   
100|619518|6|step|3|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|2|0|scan|||121||||||9446400|||||||Default queue                                                   
100|619518|6|step|7|2|hash|||121|||||||||||||Default queue                                                   
100|619518|6|step|4|0|scan|||121||||||2160958464|||||||Default queue                                                   
100|619518|6|step|8|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|4|2|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|3|0|scan|||121||||||53170176|||||||Default queue                                                   
100|619518|6|step|9|7|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|0|scan|||121||||||18000048306|||||||Default queue                                                   
100|619518|6|step|5|0|scan|||121||||||4439959616|||||||Default queue                                                   
100|619518|6|step|2|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|3|hjoin|||121|||||||978378675||||||Default queue                                                   
100|619518|6|step|9|4|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|7|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|4|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|4|3|hash|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|0|scan|||121||||||976734208|||||||Default queue                                                   
100|619518|6|step|6|0|scan|||121||||||530772472|||||||Default queue                                                   
100|619518|6|step|9|5|hjoin|||121|||||||976728048||||||Default queue                                                   
100|619518|6|step|8|2|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|6|2|bcast|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|4|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|5|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|7|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|5|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|8|hjoin|||121|||||||976728048||||||Default queue                                                   
100|619518|6|step|9|3|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|3|2|hash|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|10|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|8|8|dist|||121|||||||||||||Default queue                                                   
100|619518|6|step|6|1|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|6|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|5|3|hash|||121|||||||||||||Default queue                                                   
100|619518|6|step|2|2|bcast|||121|||||||||||||Default queue                                                   
100|619518|6|step|7|0|scan|||121||||||120371662|||||||Default queue                                                   
100|619518|6|step|5|2|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|9|project|||121|||||||||||||Default queue                                                   
100|619518|6|step|9|2|hjoin|||121|||||||976738383||||||Default queue                                                   
100|619518|6|step|8|6|hjoin|||121|||||||966900502||||||Default queue                                                   
100|619578|6|query||||1504|224119|116|78.45|90461|||||||||||Default queue                                                   
100|619578|6|segment|0|||||116|||94|1.02|1.00||||||||Default queue                                                   
100|619578|6|segment|2|||||116|||9|4.00|||||||||Default queue                                                   
100|619578|6|segment|3|||||116|||2|1.17|1.17||||||||Default queue                                                   
100|619578|6|segment|4|||||116|||2||||||||||Default queue                                                   
100|619578|6|segment|5|||||116|||11|1.02|1.03||||||||Default queue                                                   
100|619578|6|segment|1|||||116|||9|1.06|1.06||||||||Default queue                                                   
100|619578|6|step|0|5|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|0|scan|||116||||||18000048306|||||||Default queue                                                   
100|619578|6|step|0|6|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|2|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|2|2|hash|||116|||||||||||||Default queue                                                   
100|619578|6|step|1|4|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|3|0|scan|||116||||||297967184|||||||Default queue                                                   
100|619578|6|step|0|11|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|5|1|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|2|0|scan|||116||||||2048|||||||Default queue                                                   
100|619578|6|step|1|0|scan|||116||||||4264705595|||||||Default queue                                                   
100|619578|6|step|0|8|hash|||116|||||||||||||Default queue                                                   
100|619578|6|step|3|2|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|5|3|hjoin|||116|||||||148961||||||Default queue                                                   
100|619578|6|step|5|2|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|3|aggr|||116|||||||||||||Default queue                                                   
100|619578|6|step|5|4|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|10|aggr|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|1|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|2|1|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|3|4|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|5|0|scan|||116||||||17376862720|||||||Default queue                                                   
100|619578|6|step|5|5|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|1|3|hjoin|||116|||||||20882||||||Default queue                                                   
100|619578|6|step|1|2|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|1|1|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|3|5|dist|||116|||||||||||||Default queue                                                   
100|619578|6|step|1|5|dist|||116|||||||||||||Default queue                                                   
100|619578|6|step|0|7|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|3|3|hjoin|||116|||||||14500||||||Default queue                                                   
100|619578|6|step|3|1|project|||116|||||||||||||Default queue                                                   
100|619578|6|step|5|6|aggr|||116|||||||||||||Default queue                                                   
100|619599|6|query||||1097|194815|73|47.73||||||||||||Default queue                                                   
100|619599|6|segment|1|||||73|||73|1.28|||||||||Default queue                                                   
100|619599|6|segment|0|||||73|||73|1.01|1.02||||||||Default queue                                                   
100|619599|6|step|0|1|project|||73|||||||||||||Default queue                                                   
100|619599|6|step|0|0|scan|||73||||||17606414973|||||||Default queue                                                   
100|619599|6|step|0|2|project|||73|||||||||||||Default queue                                                   
100|619611|6|query||||1887|126070|81|50.14||||||||||||Default queue                                                   
100|619611|6|segment|1|||||81|||78|1.01|1.01||||||||Default queue                                                   
100|619611|6|segment|2|||||81|||79|1.01|||||||||Default queue                                                   
100|619611|6|segment|0|||||81|||2|1.12|1.26||||||||Default queue                                                   
100|619611|6|segment|3|||||81|||79|1.66|||||||||Default queue                                                   
100|619611|6|step|2|4|project|||81|||||||||||||Default queue                                                   
100|619611|6|step|0|3|hash|||81|||||||||||||Default queue                                                   
100|619611|6|step|1|0|scan|||81||||||4462604398|||||||Default queue                                                   
100|619611|6|step|0|0|scan|||81||||||284179200|||||||Default queue                                                   
100|619611|6|step|0|2|project|||81|||||||||||||Default queue                                                   
100|619611|6|step|1|1|project|||81|||||||||||||Default queue                                                   
100|619611|6|step|2|3|hjoin|||81|||||||4567579709||||||Default queue                                                   
100|619611|6|step|2|0|scan|||81||||||4451557318|||||||Default queue                                                   
100|619611|6|step|1|2|dist|||81|||||||||||||Default queue                                                   
100|619611|6|step|2|5|project|||81|||||||||||||Default queue                                                   
100|619611|6|step|0|1|project|||81|||||||||||||Default queue                                                   
100|619611|6|step|2|6|aggr|||81|||||||||||||Default queue                                                   
100|619611|6|step|2|1|project|||81|||||||||||||Default queue                                                   
100|823615|6|query||||1929|347367|127|63.92||||||||||||Default queue                                                   
100|823615|6|segment|7|||||127|||51|1.04|1.01||||||||Default queue                                                   
100|823615|6|segment|8|||||127|||52|1.09|||||||||Default queue                                                   
100|823615|6|segment|5|||||127|||6|4.24|||||||||Default queue                                                   
100|823615|6|segment|3|||||127|||1|5.83|||||||||Default queue                                                   
100|823615|6|segment|9|||||127|||17|1.05|1.02||||||||Default queue                                                   
100|823615|6|segment|6|||||127|||49|1.02|1.01||||||||Default queue                                                   
100|823615|6|segment|10|||||127|||18|1.78|||||||||Default queue                                                   
100|823615|6|segment|2|||||127|||1|1.66|1.20||||||||Default queue                                                   
100|823615|6|segment|4|||||127|||6|1.12|1.10||||||||Default queue                                                   
100|823615|6|step|6|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|7|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|6|5|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|7|5|dist|||127|||||||||||||Default queue                                                   
100|823615|6|step|7|2|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|3|hjoin|||127|||||||945345872||||||Default queue                                                   
100|823615|6|step|9|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|7|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|5|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|4|0|scan|||127||||||541047418|||||||Default queue                                                   
100|823615|6|step|5|0|scan|||127||||||129790328|||||||Default queue                                                   
100|823615|6|step|4|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|10|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|6|0|scan|||127||||||17839548288|||||||Default queue                                                   
100|823615|6|step|5|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|8|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|3|2|hash|||127|||||||||||||Default queue                                                   
100|823615|6|step|6|3|hjoin|||127|||||||969712502||||||Default queue                                                   
100|823615|6|step|6|4|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|7|0|scan|||127||||||4457476656|||||||Default queue                                                   
100|823615|6|step|7|3|hjoin|||127|||||||969129764||||||Default queue                                                   
100|823615|6|step|8|0|scan|||127||||||978359295|||||||Default queue                                                   
100|823615|6|step|9|11|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|8|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|3|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|9|hjoin|||127|||||||945337328||||||Default queue                                                   
100|823615|6|step|2|2|bcast|||127|||||||||||||Default queue                                                   
100|823615|6|step|3|0|scan|||127||||||33546240|||||||Default queue                                                   
100|823615|6|step|8|2|hash|||127|||||||||||||Default queue                                                   
100|823615|6|step|4|2|bcast|||127|||||||||||||Default queue                                                   
100|823615|6|step|2|0|scan|||127||||||10968320|||||||Default queue                                                   
100|823615|6|step|6|2|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|5|2|hash|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|0|scan|||127||||||2319233684|||||||Default queue                                                   
100|823615|6|step|9|4|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|2|1|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|6|6|hash|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|6|hjoin|||127|||||||945337328||||||Default queue                                                   
100|823615|6|step|7|4|project|||127|||||||||||||Default queue                                                   
100|823615|6|step|9|2|project|||127|||||||||||||Default queue                                                   
100|823657|6|query||||1509|223025|118|79.01|80391|||||||||||Default queue                                                   
100|823657|6|segment|0|||||118|||92|1.03|1.00||||||||Default queue                                                   
100|823657|6|segment|4|||||118|||2|5.33|||||||||Default queue                                                   
100|823657|6|segment|1|||||118|||10|1.06|1.05||||||||Default queue                                                   
100|823657|6|segment|2|||||118|||10|2.67|||||||||Default queue                                                   
100|823657|6|segment|5|||||118|||14|1.20|1.04||||||||Default queue                                                   
100|823657|6|segment|3|||||118|||2|1.91|1.83||||||||Default queue                                                   
100|823657|6|step|0|5|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|4|0|scan|||118||||||120832|||||||Default queue                                                   
100|823657|6|step|0|8|hash|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|6|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|2|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|11|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|2|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|3|0|scan|||118||||||256027004|||||||Default queue                                                   
100|823657|6|step|1|0|scan|||118||||||4308692239|||||||Default queue                                                   
100|823657|6|step|3|3|hjoin|||118|||||||108567||||||Default queue                                                   
100|823657|6|step|3|4|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|4|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|3|hjoin|||118|||||||1270250||||||Default queue                                                   
100|823657|6|step|2|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|4|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|1|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|0|scan|||118||||||18000048306|||||||Default queue                                                   
100|823657|6|step|1|5|dist|||118|||||||||||||Default queue                                                   
100|823657|6|step|1|4|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|1|3|hjoin|||118|||||||182734||||||Default queue                                                   
100|823657|6|step|2|0|scan|||118||||||175104|||||||Default queue                                                   
100|823657|6|step|1|2|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|3|2|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|2|2|hash|||118|||||||||||||Default queue                                                   
100|823657|6|step|4|2|hash|||118|||||||||||||Default queue                                                   
100|823657|6|step|3|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|3|5|dist|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|1|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|5|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|3|aggr|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|7|project|||118|||||||||||||Default queue                                                   
100|823657|6|step|0|10|aggr|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|6|aggr|||118|||||||||||||Default queue                                                   
100|823657|6|step|5|0|scan|||118||||||17108611200|||||||Default queue                                                   
100|823701|6|query||||1015|247520|70|64.46||||||||||||Default queue                                                   
100|823701|6|segment|0|||||70|||1|1.31|1.14||||||||Default queue                                                   
100|823701|6|segment|3|||||70|||33|1.03|1.02||||||||Default queue                                                   
100|823701|6|segment|1|||||70|||34|1.02|1.01||||||||Default queue                                                   
100|823701|6|segment|2|||||70|||1|1.37|1.24||||||||Default queue                                                   
100|823701|6|segment|4|||||70|||33|1.40|||||||||Default queue                                                   
100|823701|6|step|2|0|scan|||70||||||158131136|||||||Default queue                                                   
100|823701|6|step|0|2|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|0|scan|||70||||||17622817152|||||||Default queue                                                   
100|823701|6|step|3|5|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|1|2|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|4|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|0|1|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|2|3|hash|||70|||||||||||||Default queue                                                   
100|823701|6|step|4|1|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|1|3|hjoin|||70|||||||553661379||||||Default queue                                                   
100|823701|6|step|1|6|hash|||70|||||||||||||Default queue                                                   
100|823701|6|step|0|0|scan|||70||||||181516480|||||||Default queue                                                   
100|823701|6|step|1|4|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|1|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|3|hjoin|||70|||||||876903909||||||Default queue                                                   
100|823701|6|step|4|0|scan|||70||||||8822784|||||||Default queue                                                   
100|823701|6|step|1|1|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|1|0|scan|||70||||||17773779456|||||||Default queue                                                   
100|823701|6|step|1|5|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|7|unique|||70|||||||||||||Default queue                                                   
100|823701|6|step|2|2|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|2|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|3|6|hjoin|||70|||||||22462291||||||Default queue                                                   
100|823701|6|step|2|1|project|||70|||||||||||||Default queue                                                   
100|823701|6|step|0|3|hash|||70|||||||||||||Default queue                                                   
100|823716|6|query||||1877|126562|82|49.68||||||||||||Default queue                                                   
100|823716|6|segment|3|||||82|||80|1.66|||||||||Default queue                                                   
100|823716|6|segment|2|||||82|||80|1.04|||||||||Default queue                                                   
100|823716|6|segment|1|||||82|||79|1.03|1.01||||||||Default queue                                                   
100|823716|6|segment|0|||||82|||2|1.19|1.31||||||||Default queue                                                   
100|823716|6|step|0|3|hash|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|8|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|3|hjoin|||82|||||||4543518184||||||Default queue                                                   
100|823716|6|step|0|2|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|0|1|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|0|0|scan|||82||||||318396160|||||||Default queue                                                   
100|823716|6|step|2|0|scan|||82||||||4451486163|||||||Default queue                                                   
100|823716|6|step|2|1|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|4|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|6|aggr|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|7|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|1|2|dist|||82|||||||||||||Default queue                                                   
100|823716|6|step|1|0|scan|||82||||||4470742360|||||||Default queue                                                   
100|823716|6|step|1|1|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|5|project|||82|||||||||||||Default queue                                                   
100|823716|6|step|2|9|project|||82|||||||||||||Default queue                                                   
100|823757|6|query||||1055|84527|75|47.01||||||||||||Default queue                                                   
100|823757|6|segment|2|||||75|||74|1.60|||||||||Default queue                                                   
100|823757|6|segment|1|||||75|||74|1.09|1.00||||||||Default queue                                                   
100|823757|6|segment|0|||||75|||1|4.15|4.04||||||||Default queue                                                   
100|823757|6|step|1|0|scan|||75||||||18000048306|||||||Default queue                                                   
100|823757|6|step|1|2|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|8|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|0|2|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|3|aggr|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|13|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|10|dist|||75|||||||||||||Default queue                                                   
100|823757|6|step|0|3|hash|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|1|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|0|1|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|5|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|6|hjoin|||75|||||||154903795||||||Default queue                                                   
100|823757|6|step|0|0|scan|||75||||||40481856|||||||Default queue                                                   
100|823757|6|step|1|7|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|4|project|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|12|aggr|||75|||||||||||||Default queue                                                   
100|823757|6|step|1|9|aggr|||75|||||||||||||Default queue                                                   
100|823780|6|query||||1072|194556|72|47.41||||||||||||Default queue                                                   
100|823780|6|segment|1|||||72|||72|1.45|||||||||Default queue                                                   
100|823780|6|segment|0|||||72|||72|1.01|1.01||||||||Default queue                                                   
100|823780|6|step|0|0|scan|||72||||||17581520871|||||||Default queue                                                   
100|823780|6|step|0|2|project|||72|||||||||||||Default queue                                                   
100|823780|6|step|0|1|project|||72|||||||||||||Default queue                                                   
100|823854|6|query||||1012|244623|71|63.27||||||||||||Default queue                                                   
100|823854|6|segment|0|||||71|||1|2.86|2.71||||||||Default queue                                                   
100|823854|6|segment|1|||||71|||35|1.05|1.02||||||||Default queue                                                   
100|823854|6|segment|2|||||71|||1|2.23|2.27||||||||Default queue                                                   
100|823854|6|segment|3|||||71|||34|1.02|1.01||||||||Default queue                                                   
100|823854|6|segment|4|||||71|||34|1.37|||||||||Default queue                                                   
100|823854|6|step|3|2|project|||71|||||||||||||Default queue                                                   
100|823854|6|step|3|0|scan|||71||||||17738098496|||||||Default queue                                                   
100|823854|6|step|3|7|unique|||71|||||||||||||Default queue                                                   
100|823854|6|step|0|3|hash|||71|||||||||||||Default queue                                                   
100|823854|6|step|1|6|hash|||71|||||||||||||Default queue                                                   
