userid|query|service_class|dimension|segment|step|step_label|query_cpu_time|query_blocks_read|query_execution_time|query_cpu_usage_percent|query_temp_blocks_to_disk|segment_execution_time|cpu_skew|io_skew|scan_row_count|join_row_count|nested_loop_join_row_count|return_row_count|spectrum_scan_row_count|spectrum_scan_size_mb|query_queue_time|service_class_name
100|613401|6|segment|0|||||88|||87|1.03|1.01||||||||Default queue                                                   
100|613401|6|segment|1|||||88|||87|1.19|||||||||Default queue                                                   
100|613401|6|step|0|1|project|||88|||||||||||||Default queue                                                   
100|613401|6|step|0|2|project|||88|||||||||||||Default queue                                                   
100|613401|6|step|0|0|scan|||88||||||17739653168|||||||Default queue                                                   
100|613414|6|query||||1422|85352|103|44.24|9024|||||||||||Default queue                                                   
100|613414|6|segment|2|||||103|||102|1.23|||||||||Default queue                                                   
100|613414|6|segment|0|||||103|||1|1.60|1.61||||||||Default queue                                                   
100|613414|6|segment|1|||||103|||102|1.01|1.00||||||||Default queue                                                   
100|613414|6|step|0|2|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|5|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|0|1|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|13|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|0|scan|||103||||||18000048306|||||||Default queue                                                   
100|613414|6|step|1|8|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|6|hjoin|||103|||||||152614266||||||Default queue                                                   
100|613414|6|step|1|3|aggr|||103|||||||||||||Default queue                                                   
100|613414|6|step|0|0|scan|||103||||||101585664|||||||Default queue                                                   
100|613414|6|step|1|9|aggr|||103|||||||||||||Default queue                                                   
100|613414|6|step|0|3|hash|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|4|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|7|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|12|aggr|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|1|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|2|project|||103|||||||||||||Default queue                                                   
100|613414|6|step|1|10|dist|||103|||||||||||||Default queue                                                   
100|613447|6|query||||699|134641|61|79.81||||||||||||Default queue                                                   
100|613447|6|segment|2|||||61|||11|1.03|1.04||||||||Default queue                                                   
100|613447|6|segment|0|||||61|||5|1.21|1.12||||||||Default queue                                                   
100|613447|6|segment|3|||||61|||44|1.09|1.01||||||||Default queue                                                   
100|613447|6|segment|1|||||61|||5|4.20|||||||||Default queue                                                   
100|613447|6|step|0|0|scan|||61||||||396735083|||||||Default queue                                                   
100|613447|6|step|2|6|hash|||61|||||||||||||Default queue                                                   
100|613447|6|step|0|1|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|2|3|hjoin|||61|||||||410141731||||||Default queue                                                   
100|613447|6|step|2|1|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|2|4|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|3|1|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|2|0|scan|||61||||||2050800128|||||||Default queue                                                   
100|613447|6|step|3|6|aggr|||61|||||||||||||Default queue                                                   
100|613447|6|step|1|0|scan|||61||||||321381376|||||||Default queue                                                   
100|613447|6|step|3|4|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|2|2|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|3|5|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|3|3|hjoin|||61|||||||89749603||||||Default queue                                                   
100|613447|6|step|1|2|hash|||61|||||||||||||Default queue                                                   
100|613447|6|step|0|2|bcast|||61|||||||||||||Default queue                                                   
100|613447|6|step|2|5|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|3|2|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|1|1|project|||61|||||||||||||Default queue                                                   
100|613447|6|step|3|0|scan|||61||||||9646821440|||||||Default queue                                                   
100|613474|6|query||||1131|247133|103|55.49||||||||||||Default queue                                                   
100|613474|6|segment|3|||||103|||50|1.26|1.01||||||||Default queue                                                   
100|613474|6|segment|0|||||103|||2|2.64|2.11||||||||Default queue                                                   
100|613474|6|segment|1|||||103|||50|1.19|1.02||||||||Default queue                                                   
100|613474|6|segment|2|||||103|||1|1.49|1.29||||||||Default queue                                                   
100|613474|6|segment|4|||||103|||51|1.14|||||||||Default queue                                                   
100|613474|6|step|3|2|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|3|0|scan|||103||||||17781648448|||||||Default queue                                                   
100|613474|6|step|0|0|scan|||103||||||100402944|||||||Default queue                                                   
100|613474|6|step|0|2|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|1|2|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|1|4|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|4|1|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|1|6|hash|||103|||||||||||||Default queue                                                   
100|613474|6|step|2|0|scan|||103||||||166042944|||||||Default queue                                                   
100|613474|6|step|0|3|hash|||103|||||||||||||Default queue                                                   
100|613474|6|step|3|1|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|3|3|hjoin|||103|||||||877206240||||||Default queue                                                   
100|613474|6|step|3|4|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|2|3|hash|||103|||||||||||||Default queue                                                   
100|613474|6|step|3|5|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|3|7|unique|||103|||||||||||||Default queue                                                   
100|613474|6|step|2|1|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|4|0|scan|||103||||||9676800|||||||Default queue                                                   
100|613474|6|step|1|1|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|1|0|scan|||103||||||17711769088|||||||Default queue                                                   
100|613474|6|step|1|5|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|0|1|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|2|2|project|||103|||||||||||||Default queue                                                   
100|613474|6|step|1|3|hjoin|||103|||||||553881925||||||Default queue                                                   
100|613474|6|step|3|6|hjoin|||103|||||||22460464||||||Default queue                                                   
100|613523|6|query||||1057|84497|76|46.75||||||||||||Default queue                                                   
100|613523|6|segment|0|||||76|||1|2.11|2.08||||||||Default queue                                                   
100|613523|6|segment|1|||||76|||74|1.10|1.00||||||||Default queue                                                   
100|613523|6|segment|2|||||76|||75|1.33|||||||||Default queue                                                   
100|613523|6|step|1|13|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|0|2|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|0|0|scan|||76||||||34820928|||||||Default queue                                                   
100|613523|6|step|1|6|hjoin|||76|||||||153250581||||||Default queue                                                   
100|613523|6|step|1|3|aggr|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|1|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|4|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|0|3|hash|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|12|aggr|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|2|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|8|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|0|scan|||76||||||18000048306|||||||Default queue                                                   
100|613523|6|step|0|1|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|5|project|||76|||||||||||||Default queue                                                   
100|613523|6|step|1|7|project|||76|||||||||||||Default queue                                                   
100|613554|6|query||||1105|195578|74|47.36||||||||||||Default queue                                                   
100|613554|6|segment|0|||||74|||74|1.01|1.01||||||||Default queue                                                   
100|613554|6|segment|1|||||74|||74|1.78|||||||||Default queue                                                   
100|613554|6|step|0|0|scan|||74||||||17676710003|||||||Default queue                                                   
100|613554|6|step|0|2|project|||74|||||||||||||Default queue                                                   
100|613554|6|step|0|1|project|||74|||||||||||||Default queue                                                   
100|613576|6|query||||1508|223136|113|79.62|78547|||||||||||Default queue                                                   
100|613576|6|segment|0|||||113|||90|1.01|1.00||||||||Default queue                                                   
100|613576|6|segment|1|||||113|||9|1.04|1.04||||||||Default queue                                                   
100|613576|6|segment|2|||||113|||9|3.20|||||||||Default queue                                                   
100|613576|6|segment|3|||||113|||2|1.32|1.34||||||||Default queue                                                   
100|613576|6|segment|5|||||113|||12|1.11|1.04||||||||Default queue                                                   
100|613576|6|segment|4|||||113|||2|16.00|||||||||Default queue                                                   
100|613576|6|step|0|1|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|3|3|hjoin|||113|||||||21494||||||Default queue                                                   
100|613576|6|step|1|3|hjoin|||113|||||||29760||||||Default queue                                                   
100|613576|6|step|0|6|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|0|10|aggr|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|4|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|2|1|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|3|0|scan|||113||||||309332074|||||||Default queue                                                   
100|613576|6|step|0|11|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|0|8|hash|||113|||||||||||||Default queue                                                   
100|613576|6|step|2|0|scan|||113||||||8192|||||||Default queue                                                   
100|613576|6|step|0|5|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|2|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|3|2|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|3|4|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|0|0|scan|||113||||||18000048306|||||||Default queue                                                   
100|613576|6|step|0|7|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|1|4|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|1|2|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|1|0|scan|||113||||||4269115934|||||||Default queue                                                   
100|613576|6|step|3|1|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|1|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|6|aggr|||113|||||||||||||Default queue                                                   
100|613576|6|step|2|2|hash|||113|||||||||||||Default queue                                                   
100|613576|6|step|0|2|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|3|5|dist|||113|||||||||||||Default queue                                                   
100|613576|6|step|0|3|aggr|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|0|scan|||113||||||17106643200|||||||Default queue                                                   
100|613576|6|step|1|1|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|5|project|||113|||||||||||||Default queue                                                   
100|613576|6|step|1|5|dist|||113|||||||||||||Default queue                                                   
100|613576|6|step|5|3|hjoin|||113|||||||208544||||||Default queue                                                   
100|613603|6|query||||2131|346409|140|59.64||||||||||||Default queue                                                   
100|613603|6|segment|6|||||140|||51|1.02|1.01||||||||Default queue                                                   
100|613603|6|segment|8|||||140|||23|1.05|1.02||||||||Default queue                                                   
100|613603|6|segment|10|||||140|||24|4.57|||||||||Default queue                                                   
100|613603|6|segment|9|||||140|||24|1.03|||||||||Default queue                                                   
100|613603|6|segment|4|||||140|||6|4.27|||||||||Default queue                                                   
100|613603|6|segment|7|||||140|||53|1.04|||||||||Default queue                                                   
100|613603|6|segment|3|||||140|||6|1.06|1.06||||||||Default queue                                                   
100|613603|6|segment|5|||||140|||51|1.02|1.01||||||||Default queue                                                   
100|613603|6|step|9|3|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|3|0|scan|||140||||||556244040|||||||Default queue                                                   
100|613603|6|step|6|0|scan|||140||||||4440264577|||||||Default queue                                                   
100|613603|6|step|5|4|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|4|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|4|2|hash|||140|||||||||||||Default queue                                                   
100|613603|6|step|9|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|5|5|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|3|2|bcast|||140|||||||||||||Default queue                                                   
100|613603|6|step|8|3|hjoin|||140|||||||949855091||||||Default queue                                                   
100|613603|6|step|8|5|dist|||140|||||||||||||Default queue                                                   
100|613603|6|step|4|0|scan|||140||||||120937472|||||||Default queue                                                   
100|613603|6|step|3|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|5|6|hash|||140|||||||||||||Default queue                                                   
100|613603|6|step|7|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|7|2|hash|||140|||||||||||||Default queue                                                   
100|613603|6|step|6|4|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|6|3|hjoin|||140|||||||965350780||||||Default queue                                                   
100|613603|6|step|6|2|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|5|2|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|9|2|hjoin|||140|||||||972689340||||||Default queue                                                   
100|613603|6|step|9|0|scan|||140||||||972689408|||||||Default queue                                                   
100|613603|6|step|10|1|aggr|||140|||||||||||||Default queue                                                   
100|613603|6|step|5|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|8|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|8|0|scan|||140||||||2330418448|||||||Default queue                                                   
100|613603|6|step|8|4|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|5|3|hjoin|||140|||||||965167330||||||Default queue                                                   
100|613603|6|step|7|0|scan|||140||||||978366547|||||||Default queue                                                   
100|613603|6|step|6|1|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|9|4|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|6|5|dist|||140|||||||||||||Default queue                                                   
100|613603|6|step|8|2|project|||140|||||||||||||Default queue                                                   
100|613603|6|step|10|0|scan|||140||||||752|||||||Default queue                                                   
100|613603|6|step|5|0|scan|||140||||||17756823488|||||||Default queue                                                   
100|613671|6|query||||1021|245792|71|63.00||||||||||||Default queue                                                   
100|613671|6|segment|0|||||71|||1|1.81|1.74||||||||Default queue                                                   
100|613671|6|segment|4|||||71|||35|1.73|||||||||Default queue                                                   
100|613671|6|segment|1|||||71|||34|1.02|1.02||||||||Default queue                                                   
100|613671|6|segment|2|||||71|||1|1.92|1.86||||||||Default queue                                                   
100|613671|6|segment|3|||||71|||34|1.01|1.01||||||||Default queue                                                   
100|613671|6|step|1|0|scan|||71||||||17613925376|||||||Default queue                                                   
100|613671|6|step|0|0|scan|||71||||||111010368|||||||Default queue                                                   
100|613671|6|step|1|5|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|0|1|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|2|2|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|2|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|0|scan|||71||||||17783713920|||||||Default queue                                                   
100|613671|6|step|1|4|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|4|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|0|2|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|5|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|2|0|scan|||71||||||104568896|||||||Default queue                                                   
100|613671|6|step|3|3|hjoin|||71|||||||877745768||||||Default queue                                                   
100|613671|6|step|1|3|hjoin|||71|||||||554234867||||||Default queue                                                   
100|613671|6|step|4|0|scan|||71||||||7361536|||||||Default queue                                                   
100|613671|6|step|3|6|hjoin|||71|||||||22480057||||||Default queue                                                   
100|613671|6|step|2|1|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|1|6|hash|||71|||||||||||||Default queue                                                   
100|613671|6|step|4|1|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|7|unique|||71|||||||||||||Default queue                                                   
100|613671|6|step|0|3|hash|||71|||||||||||||Default queue                                                   
100|613671|6|step|1|2|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|2|3|hash|||71|||||||||||||Default queue                                                   
100|613671|6|step|1|1|project|||71|||||||||||||Default queue                                                   
100|613671|6|step|3|1|project|||71|||||||||||||Default queue                                                   
100|613698|6|query||||1902|126528|82|50.16||||||||||||Default queue                                                   
100|613698|6|segment|0|||||82|||2|1.32|1.41||||||||Default queue                                                   
100|613698|6|segment|1|||||82|||79|1.02|1.01||||||||Default queue                                                   
100|613698|6|segment|3|||||82|||80|1.60|||||||||Default queue                                                   
100|613698|6|segment|2|||||82|||80|1.05|||||||||Default queue                                                   
100|613698|6|step|0|0|scan|||82||||||306745600|||||||Default queue                                                   
100|613698|6|step|1|2|dist|||82|||||||||||||Default queue                                                   
100|613698|6|step|2|6|aggr|||82|||||||||||||Default queue                                                   
100|613698|6|step|0|3|hash|||82|||||||||||||Default queue                                                   
100|613698|6|step|0|2|project|||82|||||||||||||Default queue                                                   
100|613698|6|step|2|3|hjoin|||82|||||||4517137393||||||Default queue                                                   
100|613698|6|step|2|0|scan|||82||||||4451557318|||||||Default queue                                                   
100|613698|6|step|1|1|project|||82|||||||||||||Default queue                                                   
100|613698|6|step|0|1|project|||82|||||||||||||Default queue                                                   
100|613698|6|step|1|0|scan|||82||||||4472997503|||||||Default queue                                                   
100|613698|6|step|2|1|project|||82|||||||||||||Default queue                                                   
100|613698|6|step|2|4|project|||82|||||||||||||Default queue                                                   
100|613698|6|step|2|5|project|||82|||||||||||||Default queue                                                   
100|613758|6|query||||1010|245777|70|63.85||||||||||||Default queue                                                   
100|613758|6|segment|4|||||70|||34|2.45|||||||||Default queue                                                   
100|613758|6|segment|1|||||70|||34|1.01|1.01||||||||Default queue                                                   
100|613758|6|segment|0|||||70|||1|2.64|2.09||||||||Default queue                                                   
100|613758|6|segment|3|||||70|||33|1.01|1.02||||||||Default queue                                                   
100|613758|6|segment|2|||||70|||1|1.97|1.98||||||||Default queue                                                   
100|613758|6|step|1|4|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|0|2|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|4|0|scan|||70||||||6861461|||||||Default queue                                                   
100|613758|6|step|3|0|scan|||70||||||17584973504|||||||Default queue                                                   
100|613758|6|step|1|0|scan|||70||||||17790803968|||||||Default queue                                                   
100|613758|6|step|3|4|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|1|6|hash|||70|||||||||||||Default queue                                                   
100|613758|6|step|3|2|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|1|3|hjoin|||70|||||||554180529||||||Default queue                                                   
100|613758|6|step|4|1|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|3|5|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|2|0|scan|||70||||||95536832|||||||Default queue                                                   
100|613758|6|step|3|7|unique|||70|||||||||||||Default queue                                                   
100|613758|6|step|0|0|scan|||70||||||103623680|||||||Default queue                                                   
100|613758|6|step|1|1|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|0|3|hash|||70|||||||||||||Default queue                                                   
100|613758|6|step|1|5|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|0|1|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|2|2|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|2|1|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|3|3|hjoin|||70|||||||877664890||||||Default queue                                                   
100|613758|6|step|3|6|hjoin|||70|||||||22481391||||||Default queue                                                   
100|613758|6|step|1|2|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|3|1|project|||70|||||||||||||Default queue                                                   
100|613758|6|step|2|3|hash|||70|||||||||||||Default queue                                                   
100|613817|6|query||||1087|84499|77|47.11|189|||||||||||Default queue                                                   
100|613817|6|segment|2|||||77|||76|1.39|||||||||Default queue                                                   
100|613817|6|segment|1|||||77|||76|1.09|1.00||||||||Default queue                                                   
100|613817|6|segment|0|||||77|||1|2.11|2.14||||||||Default queue                                                   
100|613817|6|step|1|2|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|0|3|hash|||77|||||||||||||Default queue                                                   
100|613817|6|step|0|2|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|12|aggr|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|3|aggr|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|6|hjoin|||77|||||||152678829||||||Default queue                                                   
100|613817|6|step|1|0|scan|||77||||||18000048306|||||||Default queue                                                   
100|613817|6|step|1|8|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|1|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|7|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|5|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|13|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|0|0|scan|||77||||||35411904|||||||Default queue                                                   
100|613817|6|step|0|1|project|||77|||||||||||||Default queue                                                   
100|613817|6|step|1|4|project|||77|||||||||||||Default queue                                                   
100|613830|6|query||||2217|342978|127|46.47|41169|||||||||||Default queue                                                   
100|613830|6|segment|1|||||127|||1||||||||||Default queue                                                   
100|613830|6|segment|9|||||127|||92|1.04|||||||||Default queue                                                   
100|613830|6|segment|3|||||127|||2|5.71|||||||||Default queue                                                   
100|613830|6|segment|10|||||127|||92|1.55|||||||||Default queue                                                   
100|613830|6|segment|6|||||127|||5|1.07|1.05||||||||Default queue                                                   
100|613830|6|segment|8|||||127|||92|1.02|1.00||||||||Default queue                                                   
100|613830|6|segment|2|||||127|||2|1.54|1.33||||||||Default queue                                                   
100|613830|6|segment|5|||||127|||12|1.03|1.04||||||||Default queue                                                   
100|613830|6|segment|7|||||127|||6|4.51|||||||||Default queue                                                   
100|613830|6|segment|4|||||127|||8|1.04|1.05||||||||Default queue                                                   
100|613830|6|step|4|3|hash|||127|||||||||||||Default queue                                                   
100|613830|6|step|4|2|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|6|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|7|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|8|2|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|9|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|8|hjoin|||127|||||||973812720||||||Default queue                                                   
100|613830|6|step|9|10|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|4|0|scan|||127||||||2223577600|||||||Default queue                                                   
100|613830|6|step|2|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|0|scan|||127||||||973821952|||||||Default queue                                                   
100|613830|6|step|1|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|6|0|scan|||127||||||509946166|||||||Default queue                                                   
100|613830|6|step|8|3|hjoin|||127|||||||978378675||||||Default queue                                                   
100|613830|6|step|9|6|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|2|0|scan|||127||||||19522560|||||||Default queue                                                   
100|613830|6|step|8|0|scan|||127||||||18000048306|||||||Default queue                                                   
100|613830|6|step|8|7|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|4|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|8|5|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|3|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|7|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|3|2|hash|||127|||||||||||||Default queue                                                   
100|613830|6|step|9|5|hjoin|||127|||||||973812720||||||Default queue                                                   
100|613830|6|step|7|0|scan|||127||||||126821838|||||||Default queue                                                   
100|613830|6|step|1|2|hash|||127|||||||||||||Default queue                                                   
100|613830|6|step|8|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|3|0|scan|||127||||||67784704|||||||Default queue                                                   
100|613830|6|step|8|8|dist|||127|||||||||||||Default queue                                                   
100|613830|6|step|5|2|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|2|2|bcast|||127|||||||||||||Default queue                                                   
100|613830|6|step|8|6|hjoin|||127|||||||964984953||||||Default queue                                                   
100|613830|6|step|5|3|hash|||127|||||||||||||Default queue                                                   
100|613830|6|step|4|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|1|0|scan|||127||||||25|||||||Default queue                                                   
100|613830|6|step|6|2|bcast|||127|||||||||||||Default queue                                                   
100|613830|6|step|3|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|8|4|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|5|0|scan|||127||||||4319252032|||||||Default queue                                                   
100|613830|6|step|9|2|hjoin|||127|||||||973822586||||||Default queue                                                   
100|613830|6|step|5|1|project|||127|||||||||||||Default queue                                                   
100|613830|6|step|7|2|hash|||127|||||||||||||Default queue                                                   
100|613886|6|query||||1516|220012|127|78.48|90469|||||||||||Default queue                                                   
100|613886|6|segment|5|||||127|||12|1.16|1.08||||||||Default queue                                                   
100|613886|6|segment|4|||||127|||2||||||||||Default queue                                                   
100|613886|6|segment|1|||||127|||9|1.09|1.07||||||||Default queue                                                   
100|613886|6|segment|0|||||127|||106|1.17|1.00||||||||Default queue                                                   
100|613886|6|segment|3|||||127|||2|1.59|1.60||||||||Default queue                                                   
100|613886|6|segment|2|||||127|||9|5.33|||||||||Default queue                                                   
100|613886|6|step|1|3|hjoin|||127|||||||20678||||||Default queue                                                   
100|613886|6|step|0|6|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|2|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|11|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|8|hash|||127|||||||||||||Default queue                                                   
100|613886|6|step|3|0|scan|||127||||||282166455|||||||Default queue                                                   
100|613886|6|step|1|0|scan|||127||||||4220135735|||||||Default queue                                                   
100|613886|6|step|3|4|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|3|2|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|5|1|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|5|3|hjoin|||127|||||||142721||||||Default queue                                                   
100|613886|6|step|5|2|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|5|5|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|5|4|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|7|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|0|scan|||127||||||18000048306|||||||Default queue                                                   
100|613886|6|step|5|6|aggr|||127|||||||||||||Default queue                                                   
100|613886|6|step|1|4|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|1|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|1|2|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|3|aggr|||127|||||||||||||Default queue                                                   
100|613886|6|step|3|1|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|10|aggr|||127|||||||||||||Default queue                                                   
100|613886|6|step|3|5|dist|||127|||||||||||||Default queue                                                   
100|613886|6|step|0|5|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|5|0|scan|||127||||||16647023360|||||||Default queue                                                   
100|613886|6|step|1|1|project|||127|||||||||||||Default queue                                                   
100|613886|6|step|1|5|dist|||127|||||||||||||Default queue                                                   
100|613886|6|step|3|3|hjoin|||127|||||||13680||||||Default queue                                                   
100|613915|6|query||||1080|194776|73|47.43||||||||||||Default queue                                                   
100|613915|6|segment|1|||||73|||73|1.45|||||||||Default queue                                                   
100|613915|6|segment|0|||||73|||73|1.03|1.01||||||||Default queue                                                   
100|613915|6|step|0|1|project|||73|||||||||||||Default queue                                                   
100|613915|6|step|0|2|project|||73|||||||||||||Default queue                                                   
100|613915|6|step|0|0|scan|||73||||||17601397266|||||||Default queue                                                   
100|613935|6|query||||1869|126390|81|49.78||||||||||||Default queue                                                   
100|613935|6|segment|1|||||81|||78|1.02|1.01||||||||Default queue                                                   
100|613935|6|segment|0|||||81|||2|1.31|1.41||||||||Default queue                                                   
100|613935|6|segment|2|||||81|||79|1.03|||||||||Default queue                                                   
100|613935|6|segment|3|||||81|||80|1.52|||||||||Default queue                                                   
100|613935|6|step|0|3|hash|||81|||||||||||||Default queue                                                   
